date;rf
198706;0.0047250000
198707;0.0047416667
198708;0.0050333333
198709;0.0053333333
198710;0.0051083333
198711;0.0047416667
198712;0.0048083333
198801;0.0048416667
198802;0.0047166667
198803;0.0047500000
198804;0.0049250000
198805;0.0052166667
198806;0.0053833333
198807;0.0056083333
198808;0.0058833333
198809;0.0060333333
198810;0.0061250000
198811;0.0064666667
198812;0.0067250000
198901;0.0068916667
198902;0.0071083333
198903;0.0073500000
198904;0.0072083333
198905;0.0070250000
198906;0.0067916667
198907;0.0065666667
198908;0.0065833333
198909;0.0064583333
198910;0.0063666667
198911;0.0064083333
198912;0.0063583333
199001;0.0063666667
199002;0.0064500000
199003;0.0065833333
199004;0.0064750000
199005;0.0064500000
199006;0.0064416667
199007;0.0063500000
199008;0.0062083333
199009;0.0061333333
199010;0.0059750000
199011;0.0058833333
199012;0.0056166667
199101;0.0051833333
199102;0.0049500000
199103;0.0049250000
199104;0.0047083333
199105;0.0045500000
199106;0.0046416667
199107;0.0046500000
199108;0.0044416667
199109;0.0043500000
199110;0.0041583333
199111;0.0038000000
199112;0.0033916667
199201;0.0031666667
199202;0.0032000000
199203;0.0033666667
199204;0.0031250000
199205;0.0030250000
199206;0.0030500000
199207;0.0026750000
199208;0.0026083333
199209;0.0024250000
199210;0.0023833333
199211;0.0026083333
199212;0.0026833333
199301;0.0025000000
199302;0.0024416667
199303;0.0024583333
199304;0.0023916667
199305;0.0024666667
199306;0.0025583333
199307;0.0025333333
199308;0.0025166667
199309;0.0024583333
199310;0.0025166667
199311;0.0025833333
199312;0.0025500000
199401;0.0024833333
199402;0.0027083333
199403;0.0029166667
199404;0.0030666667
199405;0.0034500000
199406;0.0034500000
199407;0.0036083333
199408;0.0037333333
199409;0.0038500000
199410;0.0041250000
199411;0.0044083333
199412;0.0046666667
199501;0.0047583333
199502;0.0048083333
199503;0.0047750000
199504;0.0047083333
199505;0.0047250000
199506;0.0045583333
199507;0.0045166667
199508;0.0045000000
199509;0.0044000000
199510;0.0044000000
199511;0.0044666667
199512;0.0042833333
199601;0.0041666667
199602;0.0040250000
199603;0.0041333333
199604;0.0041250000
199605;0.0041833333
199606;0.0042416667
199607;0.0042916667
199608;0.0042083333
199609;0.0042416667
199610;0.0041583333
199611;0.0041916667
199612;0.0040916667
199701;0.0041916667
199702;0.0041750000
199703;0.0042833333
199704;0.0043000000
199705;0.0042083333
199706;0.0041083333
199707;0.0042083333
199708;0.0042833333
199709;0.0041250000
199710;0.0041416667
199711;0.0042833333
199712;0.0043000000
199801;0.0042000000
199802;0.0042416667
199803;0.0041916667
199804;0.0041250000
199805;0.0041666667
199806;0.0041500000
199807;0.0041333333
199808;0.0040833333
199809;0.0038416667
199810;0.0033000000
199811;0.0036750000
199812;0.0036583333
199901;0.0036166667
199902;0.0037000000
199903;0.0037000000
199904;0.0035750000
199905;0.0037500000
199906;0.0038083333
199907;0.0037916667
199908;0.0039333333
199909;0.0039000000
199910;0.0040500000
199911;0.0042250000
199912;0.0043333333
200001;0.0044333333
200002;0.0046250000
200003;0.0047416667
200004;0.0047166667
200005;0.0048250000
200006;0.0047416667
200007;0.0049666667
200008;0.0050750000
200009;0.0050000000
200010;0.0050916667
200011;0.0051416667
200012;0.0048083333
200101;0.0042916667
200102;0.0040666667
200103;0.0036833333
200104;0.0032250000
200105;0.0030166667
200106;0.0029083333
200107;0.0029250000
200108;0.0028000000
200109;0.0022000000
200110;0.0018000000
200111;0.0015583333
200112;0.0014083333
200201;0.0013750000
200202;0.0014416667
200203;0.0014916667
200204;0.0014333333
200205;0.0014416667
200206;0.0014166667
200207;0.0014000000
200208;0.0013500000
200209;0.0013583333
200210;0.0013166667
200211;0.0010250000
200212;0.0009916667
200301;0.0009750000
200302;0.0009750000
200303;0.0009416667
200304;0.0009416667
200305;0.0008916667
200306;0.0007666667
200307;0.0007500000
200308;0.0007916667
200309;0.0007833333
200310;0.0007666667
200311;0.0007750000
200312;0.0007500000
200401;0.0007333333
200402;0.0007750000
200403;0.0007833333
200404;0.0007833333
200405;0.0008500000
200406;0.0010583333
200407;0.0011083333
200408;0.0012333333
200409;0.0013750000
200410;0.0014666667
200411;0.0017250000
200412;0.0018250000
200501;0.0019416667
200502;0.0021166667
200503;0.0022833333
200504;0.0023166667
200505;0.0023666667
200506;0.0024750000
200507;0.0026833333
200508;0.0028666667
200509;0.0028500000
200510;0.0030916667
200511;0.0032333333
200512;0.0032416667
200601;0.0035333333
200602;0.0036916667
200603;0.0037583333
200604;0.0038333333
200605;0.0039333333
200606;0.0039916667
200607;0.0041250000
200608;0.0041333333
200609;0.0040083333
200610;0.0041000000
200611;0.0041166667
200612;0.0040416667
200701;0.0041500000
200702;0.0041916667
200703;0.0041166667
200704;0.0040583333
200705;0.0039416667
200706;0.0038416667
200707;0.0040166667
200708;0.0035000000
200709;0.0032416667
200710;0.0032500000
200711;0.0027250000
200712;0.0025000000
200801;0.0022916667
200802;0.0017666667
200803;0.0010500000
200804;0.0010750000
200805;0.0014416667
200806;0.0015500000
200807;0.0013583333
200808;0.0014333333
200809;0.0009416667
200810;0.0005583333
200811;0.0001583333
200812;0.0000250000
200901;0.0001083333
200902;0.0002500000
200903;0.0001750000
200904;0.0001333333
200905;0.0001500000
200906;0.0001500000
200907;0.0001500000
200908;0.0001416667
200909;0.0001000000
200910;0.0000583333
200911;0.0000416667
200912;0.0000416667
201001;0.0000500000
201002;0.0000916667
201003;0.0001250000
201004;0.0001333333
201005;0.0001333333
201006;0.0001000000
201007;0.0001333333
201008;0.0001333333
201009;0.0001250000
201010;0.0001083333
201011;0.0001166667
201012;0.0001166667
201101;0.0001250000
201102;0.0001083333
201103;0.0000833333
201104;0.0000500000
201105;0.0000333333
201106;0.0000333333
201107;0.0000333333
201108;0.0000166667
201109;0.0000083333
201110;0.0000166667
201111;0.0000083333
201112;0.0000083333
201201;0.0000250000
201202;0.0000750000
201203;0.0000666667
201204;0.0000666667
201205;0.0000750000
201206;0.0000750000
201207;0.0000833333
201208;0.0000833333
201209;0.0000916667
201210;0.0000833333
201211;0.0000750000
201212;0.0000583333
201301;0.0000583333
201302;0.0000833333
201303;0.0000750000
201304;0.0000500000
201305;0.0000333333
201306;0.0000416667
201307;0.0000333333
201308;0.0000333333
201309;0.0000166667
201310;0.0000416667
201311;0.0000583333
201312;0.0000583333
201401;0.0000333333
201402;0.0000416667
201403;0.0000416667
201404;0.0000250000
201405;0.0000250000
201406;0.0000333333
201407;0.0000250000
201408;0.0000250000
201409;0.0000166667
201410;0.0000166667
201411;0.0000166667
201412;0.0000250000
201501;0.0000250000
201502;0.0000166667
201503;0.0000250000
201504;0.0000166667
201505;0.0000166667
201506;0.0000166667
201507;0.0000250000
201508;0.0000583333
201509;0.0000166667
201510;0.0000166667
201511;0.0001000000
201512;0.0001916667
201601;0.0002166667
201602;0.0002583333
201603;0.0002416667
201604;0.0001916667
201605;0.0002250000
201606;0.0002250000
201607;0.0002500000
201608;0.0002500000
201609;0.0002416667
201610;0.0002750000
201611;0.0003750000
201612;0.0004250000
201701;0.0004250000
201702;0.0004333333
201703;0.0006166667
201704;0.0006666667
201705;0.0007416667
201706;0.0008166667
201707;0.0008916667
201708;0.0008416667
201709;0.0008583333
201710;0.0008916667
201711;0.0010250000
201712;0.0011000000
201801;0.0011750000
201802;0.0013083333
201803;0.0014166667
201804;0.0014666667
201805;0.0015500000
201806;0.0015833333
201807;0.0016333333
201808;0.0016916667
201809;0.0017750000
201810;0.0018750000
201811;0.0019416667
201812;0.0019750000
