,1,2,3,4,5
7724,1.0,1.0,,,
7725,39.0,14.0,,,
7726,6.0,1.0,,,
7727,1.0,6.0,,,
7728,2.0,1.0,,,
7729,1.0,1.0,,,
7730,1.0,3.0,,,
7731,1.0,1.0,,,
7732,5.0,12.0,,,
7733,2.0,1.0,,,
7734,1.0,1.0,,,
7735,1.0,2.0,,,
7736,1.0,1.0,,,
7737,1.0,3.0,,,
7738,1.0,1.0,,,
7739,37.0,1.0,,,
7740,6.0,2.0,,,
7741,13.0,2.0,,,
7742,1.0,5.0,,,
7743,1.0,2.0,,,
7744,6.0,5.0,,,
7745,3.0,1.0,,,
7746,1.0,1.0,,,
7747,1.0,2.0,,,
7748,2.0,2.0,,,
7749,1.0,8.0,,,
7750,7.0,2.0,,,
7751,4.0,7.0,,,
7752,2.0,1.0,,,
7753,1.0,1.0,,,
7754,1.0,2.0,,,
7755,1.0,23.0,,,
7756,2.0,1.0,,,
7757,2.0,3.0,,,
7758,1.0,2.0,,,
7759,1.0,20.0,,,
7760,7.0,1.0,,,
7761,1.0,2.0,,,
7762,1.0,3.0,,,
7763,1.0,1.0,,,
7764,1.0,1.0,,,
7765,2.0,7.0,,,
7766,59.0,3.0,,,
7767,2.0,3.0,,,
7768,1.0,48.0,,,
7769,8.0,1.0,,,
7770,3.0,1.0,,,
7771,2.0,3.0,,,
7772,1.0,38.0,,,
7773,2.0,46.0,,,
7774,7.0,1.0,,,
7775,3.0,2.0,,,
7776,3.0,8.0,,,
7777,1.0,7.0,,,
7778,17.0,1.0,,,
7779,2.0,1.0,,,
7780,7.0,1.0,,,
7781,1.0,11.0,,,
7782,7.0,1.0,,,
7783,8.0,2.0,,,
7784,1.0,4.0,,,
7785,1.0,1.0,,,
7786,1.0,6.0,,,
7787,4.0,2.0,,,
7788,22.0,1.0,,,
7789,5.0,4.0,,,
7790,16.0,2.0,,,
7791,54.0,3.0,,,
7792,5.0,1.0,,,
7793,3.0,1.0,,,
7794,2.0,1.0,,,
7795,1.0,1.0,,,
7796,2.0,3.0,,,
7797,4.0,1.0,,,
7798,1.0,1.0,,,
7799,2.0,1.0,,,
7800,1.0,1.0,,,
7801,1.0,3.0,,,
7802,1.0,3.0,,,
7803,1.0,1.0,,,
7804,1.0,4.0,,,
7805,1.0,1.0,,,
7806,1.0,2.0,,,
7807,4.0,3.0,,,
7808,3.0,1.0,,,
7809,1.0,2.0,,,
7810,1.0,1.0,,,
7811,31.0,6.0,,,
7812,1.0,1.0,,,
7813,3.0,14.0,,,
7814,1.0,3.0,,,
7815,49.0,1.0,,,
7816,5.0,1.0,,,
7817,1.0,2.0,,,
7818,1.0,3.0,,,
7819,1.0,1.0,,,
7820,1.0,1.0,,,
7821,1.0,1.0,,,
7822,1.0,2.0,,,
7823,1.0,1.0,,,
7824,1.0,8.0,,,
7825,24.0,2.0,,,
7826,2.0,2.0,,,
7827,2.0,47.0,,,
7828,1.0,4.0,,,
7829,1.0,1.0,,,
7830,1.0,5.0,,,
7831,1.0,2.0,,,
7832,1.0,19.0,,,
7833,1.0,1.0,,,
7834,1.0,1.0,,,
7835,1.0,1.0,,,
7836,2.0,1.0,,,
7837,3.0,1.0,,,
7838,2.0,7.0,,,
7839,2.0,3.0,,,
7840,2.0,1.0,,,
7841,5.0,3.0,,,
7842,3.0,1.0,,,
7843,22.0,32.0,,,
7844,1.0,14.0,,,
7845,5.0,1.0,,,
7846,1.0,8.0,,,
7847,2.0,1.0,,,
7848,3.0,2.0,,,
7849,6.0,5.0,,,
7850,1.0,2.0,,,
7851,4.0,8.0,,,
7852,3.0,2.0,,,
7853,1.0,4.0,,,
7854,1.0,5.0,,,
7855,1.0,1.0,,,
7856,1.0,7.0,,,
7857,3.0,6.0,,,
7858,3.0,6.0,,,
7859,3.0,88.0,,,
7860,1.0,1.0,,,
7861,1.0,6.0,,,
7862,1.0,1.0,,,
7863,2.0,1.0,,,
7864,1.0,2.0,,,
7865,2.0,1.0,,,
7866,2.0,1.0,,,
7867,1.0,3.0,,,
7868,5.0,4.0,,,
7869,2.0,1.0,,,
7870,1.0,1.0,,,
7871,1.0,4.0,,,
7872,22.0,61.0,,,
7873,11.0,2.0,,,
7874,1.0,1.0,,,
7875,2.0,1.0,,,
7876,4.0,1.0,,,
7877,1.0,1.0,,,
7878,2.0,1.0,,,
7879,2.0,1.0,,,
7880,1.0,1.0,,,
7881,1.0,1.0,,,
7882,5.0,4.0,,,
7883,7.0,2.0,,,
7884,1.0,7.0,,,
7885,1.0,2.0,,,
7886,1.0,1.0,,,
7887,2.0,1.0,,,
7888,1.0,6.0,,,
7889,4.0,1.0,,,
7890,8.0,1.0,,,
7891,2.0,3.0,,,
7892,39.0,1.0,,,
7893,2.0,1.0,,,
7894,1.0,73.0,,,
7895,1.0,24.0,,,
7896,1.0,64.0,,,
7897,2.0,2.0,,,
7898,3.0,1.0,,,
7899,2.0,6.0,,,
7900,1.0,1.0,,,
7901,1.0,4.0,,,
7902,3.0,2.0,,,
7903,5.0,15.0,,,
7904,4.0,2.0,,,
7905,4.0,10.0,,,
7906,1.0,1.0,,,
7907,3.0,17.0,,,
7908,2.0,1.0,,,
7909,2.0,5.0,,,
7910,7.0,1.0,,,
7911,1.0,1.0,,,
7912,7.0,37.0,,,
7913,27.0,6.0,,,
7914,1.0,7.0,,,
7915,1.0,1.0,,,
7916,1.0,2.0,,,
7917,6.0,3.0,,,
7918,4.0,5.0,,,
7919,3.0,7.0,,,
7920,17.0,6.0,,,
7921,1.0,1.0,,,
7922,2.0,1.0,,,
7923,1.0,6.0,,,
7924,1.0,4.0,,,
7925,1.0,18.0,,,
7926,1.0,1.0,,,
7927,38.0,9.0,,,
7928,27.0,16.0,,,
7929,2.0,1.0,,,
7930,1.0,10.0,,,
7931,1.0,5.0,,,
7932,1.0,1.0,,,
7933,1.0,1.0,,,
7934,1.0,3.0,,,
7935,1.0,3.0,,,
7936,2.0,2.0,,,
7937,5.0,5.0,,,
7938,2.0,3.0,,,
7939,1.0,46.0,,,
7940,1.0,1.0,,,
7941,1.0,3.0,,,
7942,1.0,27.0,,,
7943,24.0,1.0,,,
7944,1.0,21.0,,,
7945,2.0,1.0,,,
7946,1.0,8.0,,,
7947,2.0,2.0,,,
7948,2.0,2.0,,,
7949,43.0,1.0,,,
7950,1.0,1.0,,,
7951,2.0,26.0,,,
7952,26.0,1.0,,,
7953,1.0,1.0,,,
7954,5.0,12.0,,,
7955,1.0,14.0,,,
7956,1.0,2.0,,,
7957,2.0,7.0,,,
7958,11.0,1.0,,,
7959,1.0,1.0,,,
7960,1.0,1.0,,,
7961,1.0,9.0,,,
7962,3.0,5.0,,,
7963,2.0,2.0,,,
7964,4.0,2.0,,,
7965,1.0,54.0,,,
7966,14.0,10.0,,,
7967,1.0,1.0,,,
7968,125.0,1.0,,,
7969,1.0,1.0,,,
7970,1.0,2.0,,,
7971,4.0,15.0,,,
7972,2.0,2.0,,,
7973,1.0,5.0,,,
7974,5.0,6.0,,,
7975,29.0,1.0,,,
7976,7.0,12.0,,,
7977,1.0,1.0,,,
7978,1.0,2.0,,,
7979,4.0,19.0,,,
7980,41.0,4.0,,,
7981,2.0,10.0,,,
7982,3.0,1.0,,,
7983,15.0,1.0,,,
7984,1.0,1.0,,,
7985,2.0,1.0,,,
7986,19.0,2.0,,,
7987,1.0,2.0,,,
7988,3.0,1.0,,,
7989,1.0,1.0,,,
7990,4.0,3.0,,,
7991,2.0,1.0,,,
7992,1.0,1.0,,,
7993,2.0,1.0,,,
7994,69.0,1.0,,,
7995,1.0,11.0,,,
7996,1.0,1.0,,,
7997,1.0,1.0,,,
7998,4.0,1.0,,,
7999,2.0,3.0,,,
8000,2.0,1.0,,,
8001,4.0,1.0,,,
8002,5.0,9.0,,,
8003,1.0,5.0,,,
8004,1.0,6.0,,,
8005,1.0,1.0,,,
8006,1.0,4.0,,,
8007,2.0,15.0,,,
8008,2.0,1.0,,,
8009,3.0,2.0,,,
8010,1.0,1.0,,,
8011,3.0,1.0,,,
8012,2.0,1.0,,,
8013,9.0,3.0,,,
8014,1.0,2.0,,,
8015,9.0,1.0,,,
8016,2.0,1.0,,,
8017,1.0,1.0,,,
8018,1.0,1.0,,,
8019,38.0,1.0,,,
8020,2.0,2.0,,,
8021,1.0,1.0,,,
8022,1.0,1.0,,,
8023,1.0,10.0,,,
8024,2.0,1.0,,,
8025,1.0,1.0,,,
8026,2.0,1.0,,,
8027,36.0,6.0,,,
8028,3.0,2.0,,,
8029,1.0,4.0,,,
8030,1.0,1.0,,,
8031,26.0,6.0,,,
8032,2.0,1.0,,,
8033,1.0,1.0,,,
8034,1.0,1.0,,,
8035,2.0,2.0,,,
8036,1.0,31.0,,,
8037,39.0,1.0,,,
8038,2.0,1.0,,,
8039,1.0,1.0,,,
8040,3.0,2.0,,,
8041,23.0,1.0,,,
8042,1.0,1.0,,,
8043,1.0,1.0,,,
8044,1.0,1.0,,,
8045,3.0,1.0,,,
8046,1.0,1.0,,,
8047,50.0,1.0,,,
8048,2.0,4.0,,,
8049,2.0,1.0,,,
8050,3.0,2.0,,,
8051,85.0,1.0,,,
8052,12.0,1.0,,,
8053,9.0,2.0,,,
8054,1.0,2.0,,,
8055,6.0,8.0,,,
8056,2.0,5.0,,,
8057,6.0,5.0,,,
8058,59.0,12.0,,,
8059,6.0,13.0,,,
8060,13.0,1.0,,,
8061,61.0,18.0,,,
8062,1.0,1.0,,,
8063,1.0,1.0,,,
8064,1.0,5.0,,,
8065,1.0,16.0,,,
8066,1.0,1.0,,,
8067,6.0,2.0,,,
8068,2.0,25.0,,,
8069,1.0,1.0,,,
8070,1.0,2.0,,,
8071,1.0,3.0,,,
8072,1.0,21.0,,,
8073,1.0,5.0,,,
8074,2.0,1.0,,,
8075,1.0,1.0,,,
8076,1.0,1.0,,,
8077,6.0,2.0,,,
8078,1.0,3.0,,,
8079,3.0,1.0,,,
8080,1.0,8.0,,,
8081,1.0,2.0,,,
8082,4.0,1.0,,,
8083,1.0,2.0,,,
8084,1.0,7.0,,,
8085,1.0,3.0,,,
8086,1.0,15.0,,,
8087,2.0,1.0,,,
8088,1.0,1.0,,,
8089,1.0,1.0,,,
8090,2.0,2.0,,,
8091,1.0,7.0,,,
8092,4.0,1.0,,,
8093,2.0,1.0,,,
8094,13.0,21.0,,,
8095,7.0,3.0,,,
8096,16.0,1.0,,,
8097,123.0,6.0,,,
8098,5.0,2.0,,,
8099,2.0,6.0,,,
8100,1.0,8.0,,,
8101,1.0,1.0,,,
8102,57.0,1.0,,,
8103,22.0,2.0,,,
8104,3.0,1.0,,,
8105,4.0,1.0,,,
8106,9.0,1.0,,,
8107,6.0,1.0,,,
8108,1.0,1.0,,,
8109,55.0,1.0,,,
8110,1.0,1.0,,,
8111,5.0,15.0,,,
8112,1.0,1.0,,,
8113,1.0,14.0,,,
8114,7.0,1.0,,,
8115,1.0,7.0,,,
8116,6.0,3.0,,,
8117,9.0,1.0,,,
8118,3.0,1.0,,,
8119,1.0,1.0,,,
8120,1.0,2.0,,,
8121,5.0,1.0,,,
8122,4.0,1.0,,,
8123,1.0,2.0,,,
8124,5.0,9.0,,,
8125,1.0,1.0,,,
8126,1.0,1.0,,,
8127,1.0,6.0,,,
8128,3.0,1.0,,,
8129,6.0,3.0,,,
8130,1.0,1.0,,,
8131,1.0,3.0,,,
8132,1.0,1.0,,,
8133,3.0,4.0,,,
8134,1.0,16.0,,,
8135,2.0,7.0,,,
8136,56.0,1.0,,,
8137,66.0,1.0,,,
8138,1.0,10.0,,,
8139,1.0,6.0,,,
8140,7.0,3.0,,,
8141,6.0,1.0,,,
8142,16.0,2.0,,,
8143,1.0,1.0,,,
8144,2.0,5.0,,,
8145,11.0,14.0,,,
8146,1.0,1.0,,,
8147,2.0,4.0,,,
8148,13.0,1.0,,,
8149,1.0,1.0,,,
8150,24.0,2.0,,,
8151,1.0,28.0,,,
8152,2.0,1.0,,,
8153,26.0,2.0,,,
8154,1.0,1.0,,,
8155,2.0,2.0,,,
8156,2.0,1.0,,,
8157,1.0,3.0,,,
8158,1.0,2.0,,,
8159,1.0,10.0,,,
8160,6.0,1.0,,,
8161,1.0,3.0,,,
8162,1.0,3.0,,,
8163,1.0,1.0,,,
8164,1.0,2.0,,,
8165,2.0,5.0,,,
8166,1.0,1.0,,,
8167,7.0,1.0,,,
8168,17.0,1.0,,,
8169,1.0,3.0,,,
8170,1.0,1.0,,,
8171,1.0,6.0,,,
8172,9.0,2.0,,,
8173,46.0,1.0,,,
8174,1.0,7.0,,,
8175,70.0,33.0,,,
8176,6.0,1.0,,,
8177,1.0,1.0,,,
8178,1.0,1.0,,,
8179,2.0,1.0,,,
8180,33.0,17.0,,,
8181,3.0,2.0,,,
8182,11.0,20.0,,,
8183,6.0,1.0,,,
8184,2.0,1.0,,,
8185,1.0,2.0,,,
8186,1.0,12.0,,,
8187,1.0,26.0,,,
8188,34.0,19.0,,,
8189,1.0,1.0,,,
8190,1.0,3.0,,,
8191,2.0,7.0,,,
8192,1.0,1.0,,,
8193,1.0,14.0,,,
8194,1.0,4.0,,,
8195,1.0,3.0,,,
8196,4.0,2.0,,,
8197,9.0,1.0,,,
8198,1.0,6.0,,,
8199,1.0,1.0,,,
8200,1.0,1.0,,,
8201,2.0,1.0,,,
8202,11.0,4.0,,,
8203,4.0,1.0,,,
8204,3.0,6.0,,,
8205,2.0,1.0,,,
8206,1.0,1.0,,,
8207,2.0,1.0,,,
8208,3.0,1.0,,,
8209,4.0,9.0,,,
8210,7.0,4.0,,,
8211,1.0,1.0,,,
8212,1.0,2.0,,,
8213,2.0,1.0,,,
8214,1.0,8.0,,,
8215,1.0,1.0,,,
8216,1.0,1.0,,,
8217,2.0,2.0,,,
8218,1.0,5.0,,,
8219,2.0,16.0,,,
8220,14.0,1.0,,,
8221,1.0,3.0,,,
8222,6.0,3.0,,,
8223,1.0,1.0,,,
8224,1.0,1.0,,,
8225,1.0,2.0,,,
8226,3.0,1.0,,,
8227,1.0,1.0,,,
8228,2.0,1.0,,,
8229,1.0,7.0,,,
8230,1.0,1.0,,,
8231,6.0,1.0,,,
8232,2.0,2.0,,,
8233,1.0,1.0,,,
8234,4.0,19.0,,,
8235,1.0,1.0,,,
8236,1.0,1.0,,,
8237,1.0,1.0,,,
8238,15.0,1.0,,,
8239,2.0,1.0,,,
8240,22.0,1.0,,,
8241,14.0,2.0,,,
8242,1.0,1.0,,,
8243,1.0,2.0,,,
8244,12.0,8.0,,,
8245,8.0,2.0,,,
8246,26.0,1.0,,,
8247,1.0,1.0,,,
8248,1.0,1.0,,,
8249,1.0,49.0,,,
8250,3.0,17.0,,,
8251,1.0,1.0,,,
8252,1.0,11.0,,,
8253,5.0,8.0,,,
8254,4.0,1.0,,,
8255,1.0,1.0,,,
8256,4.0,1.0,,,
8257,1.0,3.0,,,
8258,2.0,4.0,,,
8259,3.0,11.0,,,
8260,2.0,2.0,,,
8261,3.0,33.0,,,
8262,1.0,1.0,,,
8263,3.0,2.0,,,
8264,1.0,2.0,,,
8265,15.0,1.0,,,
8266,7.0,1.0,,,
8267,5.0,7.0,,,
8268,19.0,1.0,,,
8269,12.0,20.0,,,
8270,49.0,1.0,,,
8271,2.0,6.0,,,
8272,1.0,2.0,,,
8273,5.0,2.0,,,
8274,1.0,1.0,,,
8275,6.0,1.0,,,
8276,5.0,28.0,,,
8277,4.0,1.0,,,
8278,17.0,1.0,,,
8279,12.0,1.0,,,
8280,47.0,2.0,,,
8281,6.0,1.0,,,
8282,3.0,1.0,,,
8283,1.0,2.0,,,
8284,1.0,1.0,,,
8285,1.0,1.0,,,
8286,2.0,1.0,,,
8287,4.0,1.0,,,
8288,8.0,2.0,,,
8289,4.0,1.0,,,
8290,1.0,1.0,,,
8291,1.0,1.0,,,
8292,1.0,4.0,,,
8293,1.0,2.0,,,
8294,2.0,1.0,,,
8295,1.0,1.0,,,
8296,2.0,26.0,,,
8297,9.0,1.0,,,
8298,1.0,3.0,,,
8299,1.0,11.0,,,
8300,1.0,51.0,,,
8301,3.0,34.0,,,
8302,15.0,1.0,,,
8303,2.0,1.0,,,
8304,2.0,1.0,,,
8305,1.0,3.0,,,
8306,2.0,1.0,,,
8307,1.0,1.0,,,
8308,8.0,1.0,,,
8309,4.0,1.0,,,
8310,1.0,104.0,,,
8311,1.0,9.0,,,
8312,38.0,1.0,,,
8313,1.0,1.0,,,
8314,1.0,3.0,,,
8315,1.0,1.0,,,
8316,7.0,7.0,,,
8317,1.0,2.0,,,
8318,11.0,1.0,,,
8319,1.0,1.0,,,
8320,2.0,7.0,,,
8321,12.0,2.0,,,
8322,1.0,2.0,,,
8323,3.0,21.0,,,
8324,22.0,1.0,,,
8325,1.0,18.0,,,
8326,1.0,2.0,,,
8327,1.0,11.0,,,
8328,5.0,1.0,,,
8329,1.0,1.0,,,
8330,3.0,1.0,,,
8331,1.0,1.0,,,
8332,1.0,1.0,,,
8333,1.0,21.0,,,
8334,2.0,1.0,,,
8335,11.0,1.0,,,
8336,3.0,2.0,,,
8337,1.0,4.0,,,
8338,14.0,1.0,,,
8339,1.0,2.0,,,
8340,2.0,3.0,,,
8341,1.0,5.0,,,
8342,1.0,1.0,,,
8343,4.0,1.0,,,
8344,99.0,1.0,,,
8345,5.0,1.0,,,
8346,2.0,1.0,,,
8347,1.0,1.0,,,
8348,108.0,9.0,,,
8349,10.0,8.0,,,
8350,1.0,3.0,,,
8351,2.0,36.0,,,
8352,1.0,10.0,,,
8353,2.0,5.0,,,
8354,1.0,8.0,,,
8355,2.0,16.0,,,
8356,1.0,12.0,,,
8357,1.0,1.0,,,
8358,6.0,11.0,,,
8359,2.0,1.0,,,
8360,16.0,1.0,,,
8361,9.0,1.0,,,
8362,1.0,1.0,,,
8363,1.0,1.0,,,
8364,1.0,2.0,,,
8365,1.0,2.0,,,
8366,3.0,1.0,,,
8367,1.0,1.0,,,
8368,1.0,1.0,,,
8369,2.0,3.0,,,
8370,134.0,1.0,,,
8371,4.0,1.0,,,
8372,69.0,1.0,,,
8373,1.0,1.0,,,
8374,1.0,2.0,,,
8375,1.0,1.0,,,
8376,1.0,12.0,,,
8377,1.0,1.0,,,
8378,1.0,5.0,,,
8379,2.0,2.0,,,
8380,1.0,16.0,,,
8381,5.0,1.0,,,
8382,1.0,1.0,,,
8383,3.0,1.0,,,
8384,20.0,16.0,,,
8385,1.0,1.0,,,
8386,1.0,1.0,,,
8387,1.0,1.0,,,
8388,5.0,8.0,,,
8389,1.0,7.0,,,
8390,1.0,1.0,,,
8391,4.0,1.0,,,
8392,26.0,6.0,,,
8393,1.0,2.0,,,
8394,41.0,1.0,,,
8395,2.0,36.0,,,
8396,8.0,6.0,,,
8397,4.0,7.0,,,
8398,5.0,3.0,,,
8399,7.0,1.0,,,
8400,3.0,21.0,,,
8401,1.0,1.0,,,
8402,1.0,1.0,,,
8403,5.0,15.0,,,
8404,4.0,18.0,,,
8405,22.0,3.0,,,
8406,3.0,1.0,,,
8407,12.0,5.0,,,
8408,7.0,3.0,,,
8409,3.0,1.0,,,
8410,1.0,11.0,,,
8411,6.0,1.0,,,
8412,13.0,8.0,,,
8413,4.0,26.0,,,
8414,5.0,1.0,,,
8415,16.0,3.0,,,
8416,44.0,4.0,,,
8417,2.0,2.0,,,
8418,15.0,1.0,,,
8419,1.0,7.0,,,
8420,1.0,1.0,,,
8421,2.0,1.0,,,
8422,5.0,3.0,,,
8423,2.0,3.0,,,
8424,40.0,5.0,,,
8425,27.0,1.0,,,
8426,1.0,79.0,,,
8427,1.0,2.0,,,
8428,1.0,1.0,,,
8429,4.0,3.0,,,
8430,3.0,1.0,,,
8431,1.0,6.0,,,
8432,7.0,3.0,,,
8433,2.0,1.0,,,
8434,1.0,5.0,,,
8435,1.0,37.0,,,
8436,1.0,4.0,,,
8437,10.0,1.0,,,
8438,1.0,17.0,,,
8439,24.0,1.0,,,
8440,1.0,17.0,,,
8441,34.0,2.0,,,
8442,57.0,6.0,,,
8443,3.0,1.0,,,
8444,1.0,10.0,,,
8445,1.0,7.0,,,
8446,1.0,1.0,,,
8447,4.0,1.0,,,
8448,1.0,1.0,,,
8449,3.0,1.0,,,
8450,3.0,2.0,,,
8451,9.0,1.0,,,
8452,5.0,47.0,,,
8453,1.0,1.0,,,
8454,7.0,6.0,,,
8455,12.0,1.0,,,
8456,1.0,4.0,,,
8457,6.0,1.0,,,
8458,1.0,1.0,,,
8459,1.0,5.0,,,
8460,3.0,1.0,,,
8461,1.0,9.0,,,
8462,1.0,1.0,,,
8463,1.0,1.0,,,
8464,2.0,31.0,,,
8465,1.0,2.0,,,
8466,13.0,1.0,,,
8467,1.0,1.0,,,
8468,3.0,4.0,,,
8469,2.0,16.0,,,
8470,1.0,2.0,,,
8471,1.0,1.0,,,
8472,1.0,1.0,,,
8473,8.0,1.0,,,
8474,1.0,2.0,,,
8475,2.0,1.0,,,
8476,50.0,2.0,,,
8477,4.0,2.0,,,
8478,1.0,1.0,,,
8479,3.0,1.0,,,
8480,1.0,1.0,,,
8481,3.0,1.0,,,
8482,1.0,20.0,,,
8483,2.0,1.0,,,
8484,2.0,1.0,,,
8485,1.0,1.0,,,
8486,2.0,4.0,,,
8487,5.0,1.0,,,
8488,5.0,12.0,,,
8489,1.0,5.0,,,
8490,4.0,6.0,,,
8491,3.0,1.0,,,
8492,1.0,1.0,,,
8493,1.0,1.0,,,
8494,1.0,1.0,,,
8495,3.0,1.0,,,
8496,1.0,2.0,,,
8497,1.0,1.0,,,
8498,1.0,1.0,,,
8499,1.0,2.0,,,
8500,3.0,4.0,,,
8501,1.0,5.0,,,
8502,1.0,22.0,,,
8503,3.0,2.0,,,
8504,25.0,1.0,,,
8505,3.0,2.0,,,
8506,2.0,2.0,,,
8507,1.0,1.0,,,
8508,1.0,4.0,,,
8509,1.0,1.0,,,
8510,3.0,1.0,,,
8511,1.0,1.0,,,
8512,1.0,1.0,,,
8513,5.0,1.0,,,
8514,15.0,2.0,,,
8515,7.0,1.0,,,
8516,3.0,2.0,,,
8517,4.0,6.0,,,
8518,1.0,3.0,,,
8519,1.0,2.0,,,
8520,3.0,5.0,,,
8521,8.0,2.0,,,
8522,11.0,1.0,,,
8523,4.0,1.0,,,
8524,1.0,1.0,,,
8525,10.0,3.0,,,
8526,3.0,6.0,,,
8527,1.0,5.0,,,
8528,81.0,1.0,,,
8529,1.0,1.0,,,
8530,1.0,11.0,,,
8531,1.0,1.0,,,
8532,2.0,3.0,,,
8533,1.0,5.0,,,
8534,1.0,4.0,,,
8535,23.0,1.0,,,
8536,1.0,3.0,,,
8537,22.0,1.0,,,
8538,1.0,10.0,,,
8539,3.0,36.0,,,
8540,5.0,1.0,,,
8541,1.0,3.0,,,
8542,1.0,5.0,,,
8543,14.0,10.0,,,
8544,3.0,1.0,,,
8545,1.0,3.0,,,
8546,1.0,1.0,,,
8547,1.0,1.0,,,
8548,1.0,3.0,,,
8549,1.0,1.0,,,
8550,2.0,1.0,,,
8551,1.0,9.0,,,
8552,1.0,1.0,,,
8553,1.0,4.0,,,
8554,1.0,1.0,,,
8555,4.0,4.0,,,
8556,1.0,1.0,,,
8557,14.0,61.0,,,
8558,1.0,1.0,,,
8559,18.0,11.0,,,
8560,1.0,17.0,,,
8561,2.0,3.0,,,
8562,7.0,2.0,,,
8563,2.0,1.0,,,
8564,10.0,4.0,,,
8565,1.0,24.0,,,
8566,1.0,1.0,,,
8567,1.0,1.0,,,
8568,1.0,1.0,,,
8569,78.0,1.0,,,
8570,1.0,1.0,,,
8571,1.0,3.0,,,
8572,1.0,1.0,,,
8573,120.0,2.0,,,
8574,17.0,1.0,,,
8575,42.0,2.0,,,
8576,2.0,1.0,,,
8577,3.0,5.0,,,
8578,4.0,1.0,,,
8579,57.0,5.0,,,
8580,1.0,1.0,,,
8581,1.0,2.0,,,
8582,7.0,1.0,,,
8583,1.0,1.0,,,
8584,1.0,1.0,,,
8585,1.0,32.0,,,
8586,2.0,1.0,,,
8587,1.0,1.0,,,
8588,5.0,1.0,,,
8589,11.0,2.0,,,
8590,1.0,1.0,,,
8591,1.0,1.0,,,
8592,4.0,1.0,,,
8593,1.0,15.0,,,
8594,1.0,3.0,,,
8595,1.0,6.0,,,
8596,1.0,11.0,,,
8597,11.0,1.0,,,
8598,1.0,1.0,,,
8599,22.0,4.0,,,
8600,4.0,1.0,,,
8601,1.0,1.0,,,
8602,1.0,1.0,,,
8603,4.0,3.0,,,
8604,18.0,1.0,,,
8605,2.0,37.0,,,
8606,1.0,1.0,,,
8607,5.0,1.0,,,
8608,6.0,6.0,,,
8609,1.0,2.0,,,
8610,5.0,1.0,,,
8611,1.0,2.0,,,
8612,1.0,1.0,,,
8613,2.0,1.0,,,
8614,1.0,1.0,,,
8615,1.0,1.0,,,
8616,1.0,20.0,,,
8617,4.0,30.0,,,
8618,1.0,1.0,,,
8619,24.0,1.0,,,
8620,27.0,1.0,,,
8621,15.0,3.0,,,
8622,1.0,1.0,,,
8623,2.0,2.0,,,
8624,1.0,47.0,,,
8625,28.0,3.0,,,
8626,2.0,2.0,,,
8627,1.0,3.0,,,
8628,3.0,1.0,,,
8629,5.0,2.0,,,
8630,1.0,2.0,,,
8631,1.0,15.0,,,
8632,1.0,1.0,,,
8633,10.0,2.0,,,
8634,6.0,1.0,,,
8635,1.0,4.0,,,
8636,1.0,2.0,,,
8637,1.0,1.0,,,
8638,12.0,1.0,,,
8639,2.0,49.0,,,
8640,1.0,9.0,,,
8641,1.0,9.0,,,
8642,1.0,4.0,,,
8643,3.0,3.0,,,
8644,1.0,2.0,,,
8645,1.0,1.0,,,
8646,5.0,2.0,,,
8647,5.0,4.0,,,
8648,2.0,1.0,,,
8649,5.0,1.0,,,
8650,11.0,1.0,,,
8651,1.0,4.0,,,
8652,4.0,1.0,,,
8653,1.0,1.0,,,
8654,1.0,12.0,,,
8655,1.0,15.0,,,
8656,5.0,1.0,,,
8657,2.0,1.0,,,
8658,1.0,1.0,,,
8659,1.0,1.0,,,
8660,1.0,9.0,,,
8661,1.0,21.0,,,
8662,1.0,1.0,,,
8663,5.0,38.0,,,
8664,19.0,1.0,,,
8665,1.0,1.0,,,
8666,3.0,1.0,,,
8667,2.0,1.0,,,
8668,1.0,1.0,,,
8669,1.0,2.0,,,
8670,4.0,2.0,,,
8671,11.0,1.0,,,
8672,1.0,1.0,,,
8673,2.0,1.0,,,
8674,1.0,3.0,,,
8675,29.0,2.0,,,
8676,1.0,2.0,,,
8677,1.0,1.0,,,
8678,1.0,1.0,,,
8679,1.0,5.0,,,
8680,1.0,1.0,,,
8681,1.0,1.0,,,
8682,52.0,3.0,,,
8683,1.0,3.0,,,
8684,1.0,1.0,,,
8685,2.0,10.0,,,
8686,1.0,18.0,,,
8687,1.0,7.0,,,
8688,2.0,8.0,,,
8689,1.0,1.0,,,
8690,3.0,16.0,,,
8691,17.0,1.0,,,
8692,3.0,1.0,,,
8693,2.0,1.0,,,
8694,17.0,1.0,,,
8695,1.0,2.0,,,
8696,1.0,3.0,,,
8697,1.0,1.0,,,
8698,1.0,1.0,,,
8699,3.0,23.0,,,
8700,1.0,2.0,,,
8701,3.0,3.0,,,
8702,17.0,1.0,,,
8703,2.0,1.0,,,
8704,1.0,1.0,,,
8705,2.0,10.0,,,
8706,1.0,4.0,,,
8707,10.0,5.0,,,
8708,1.0,1.0,,,
8709,4.0,72.0,,,
8710,3.0,16.0,,,
8711,2.0,1.0,,,
8712,3.0,2.0,,,
8713,1.0,1.0,,,
8714,1.0,1.0,,,
8715,1.0,2.0,,,
8716,1.0,3.0,,,
8717,1.0,10.0,,,
8718,1.0,7.0,,,
8719,1.0,1.0,,,
8720,3.0,1.0,,,
8721,4.0,5.0,,,
8722,4.0,1.0,,,
