,1,2,3,4,5
2435,6.0,1.0,2.0,6.0,
2436,1.0,1.0,9.0,1.0,
2437,3.0,3.0,1.0,1.0,
2438,8.0,4.0,1.0,1.0,
2439,15.0,14.0,3.0,1.0,
2440,5.0,1.0,1.0,3.0,
2441,1.0,1.0,4.0,1.0,
2442,1.0,2.0,24.0,3.0,
2443,1.0,2.0,1.0,4.0,
2444,3.0,4.0,9.0,3.0,
2445,1.0,1.0,1.0,1.0,
2446,5.0,1.0,1.0,1.0,
2447,3.0,1.0,1.0,8.0,
2448,2.0,1.0,1.0,1.0,
2449,35.0,1.0,1.0,6.0,
2450,5.0,4.0,1.0,11.0,
2451,1.0,2.0,2.0,7.0,
2452,1.0,1.0,2.0,2.0,
2453,5.0,2.0,1.0,8.0,
2454,1.0,1.0,1.0,4.0,
2455,30.0,1.0,1.0,6.0,
2456,1.0,2.0,63.0,1.0,
2457,2.0,1.0,1.0,7.0,
2458,1.0,1.0,7.0,2.0,
2459,1.0,2.0,11.0,1.0,
2460,1.0,1.0,1.0,2.0,
2461,1.0,5.0,2.0,2.0,
2462,13.0,29.0,4.0,1.0,
2463,1.0,2.0,9.0,6.0,
2464,12.0,10.0,1.0,11.0,
2465,3.0,1.0,35.0,2.0,
2466,1.0,1.0,1.0,10.0,
2467,1.0,1.0,1.0,1.0,
2468,23.0,2.0,2.0,1.0,
2469,1.0,1.0,1.0,2.0,
2470,1.0,2.0,1.0,1.0,
2471,22.0,2.0,2.0,1.0,
2472,11.0,1.0,2.0,6.0,
2473,1.0,37.0,18.0,16.0,
2474,63.0,1.0,11.0,2.0,
2475,3.0,1.0,1.0,3.0,
2476,2.0,1.0,2.0,1.0,
2477,11.0,8.0,7.0,1.0,
2478,2.0,1.0,1.0,1.0,
2479,5.0,8.0,2.0,1.0,
2480,1.0,10.0,1.0,18.0,
2481,4.0,1.0,8.0,6.0,
2482,2.0,2.0,1.0,2.0,
2483,5.0,1.0,19.0,1.0,
2484,1.0,7.0,1.0,1.0,
2485,1.0,1.0,1.0,4.0,
2486,7.0,1.0,2.0,1.0,
2487,3.0,5.0,1.0,4.0,
2488,2.0,4.0,5.0,8.0,
2489,13.0,2.0,1.0,6.0,
2490,2.0,1.0,1.0,1.0,
2491,1.0,1.0,2.0,13.0,
2492,2.0,8.0,1.0,1.0,
2493,9.0,1.0,1.0,1.0,
2494,14.0,1.0,1.0,1.0,
2495,3.0,1.0,9.0,1.0,
2496,62.0,1.0,5.0,1.0,
2497,5.0,1.0,1.0,1.0,
2498,1.0,1.0,2.0,4.0,
2499,2.0,2.0,1.0,1.0,
2500,2.0,1.0,1.0,15.0,
2501,1.0,1.0,1.0,1.0,
2502,1.0,5.0,1.0,5.0,
2503,2.0,1.0,1.0,2.0,
2504,19.0,4.0,1.0,1.0,
2505,7.0,1.0,2.0,1.0,
2506,4.0,4.0,21.0,3.0,
2507,5.0,1.0,1.0,5.0,
2508,16.0,1.0,1.0,6.0,
2509,1.0,1.0,3.0,3.0,
2510,1.0,1.0,1.0,1.0,
2511,37.0,1.0,10.0,1.0,
2512,9.0,8.0,13.0,2.0,
2513,1.0,26.0,2.0,28.0,
2514,45.0,2.0,9.0,13.0,
2515,1.0,7.0,1.0,1.0,
2516,50.0,1.0,15.0,2.0,
2517,1.0,3.0,9.0,1.0,
2518,2.0,3.0,4.0,1.0,
2519,3.0,1.0,3.0,2.0,
2520,1.0,29.0,1.0,1.0,
2521,1.0,6.0,3.0,14.0,
2522,5.0,1.0,2.0,1.0,
2523,99.0,4.0,1.0,1.0,
2524,1.0,1.0,1.0,3.0,
2525,1.0,7.0,1.0,1.0,
2526,1.0,2.0,1.0,2.0,
2527,9.0,3.0,1.0,1.0,
2528,1.0,5.0,1.0,2.0,
2529,2.0,1.0,4.0,1.0,
2530,3.0,3.0,2.0,1.0,
2531,1.0,1.0,2.0,1.0,
2532,86.0,9.0,3.0,6.0,
2533,1.0,1.0,2.0,1.0,
2534,1.0,45.0,2.0,1.0,
2535,5.0,1.0,4.0,1.0,
2536,1.0,1.0,3.0,3.0,
2537,3.0,1.0,2.0,12.0,
2538,1.0,2.0,13.0,7.0,
2539,3.0,6.0,14.0,2.0,
2540,4.0,3.0,2.0,9.0,
2541,4.0,1.0,1.0,1.0,
2542,20.0,1.0,12.0,1.0,
2543,11.0,3.0,1.0,1.0,
2544,1.0,5.0,1.0,7.0,
2545,7.0,1.0,54.0,7.0,
2546,10.0,1.0,3.0,5.0,
2547,1.0,1.0,1.0,2.0,
2548,1.0,1.0,1.0,7.0,
2549,1.0,2.0,3.0,1.0,
2550,1.0,1.0,2.0,10.0,
2551,1.0,2.0,3.0,3.0,
2552,1.0,42.0,5.0,1.0,
2553,1.0,1.0,2.0,3.0,
2554,2.0,1.0,4.0,1.0,
2555,3.0,1.0,2.0,1.0,
2556,4.0,4.0,1.0,2.0,
2557,1.0,1.0,2.0,1.0,
2558,26.0,31.0,2.0,2.0,
2559,1.0,1.0,1.0,2.0,
2560,2.0,1.0,18.0,12.0,
2561,30.0,5.0,1.0,21.0,
2562,4.0,5.0,5.0,1.0,
2563,1.0,6.0,2.0,1.0,
2564,1.0,1.0,1.0,2.0,
2565,1.0,3.0,1.0,3.0,
2566,2.0,1.0,8.0,1.0,
2567,17.0,1.0,11.0,1.0,
2568,2.0,1.0,19.0,1.0,
2569,5.0,28.0,1.0,2.0,
2570,67.0,4.0,1.0,3.0,
2571,26.0,1.0,21.0,1.0,
2572,2.0,1.0,4.0,4.0,
2573,1.0,1.0,1.0,2.0,
2574,27.0,1.0,2.0,3.0,
2575,9.0,1.0,10.0,1.0,
2576,1.0,2.0,1.0,6.0,
2577,1.0,1.0,1.0,26.0,
2578,1.0,1.0,1.0,2.0,
2579,1.0,1.0,18.0,4.0,
2580,1.0,1.0,2.0,1.0,
2581,1.0,1.0,5.0,6.0,
2582,1.0,1.0,1.0,2.0,
2583,18.0,3.0,1.0,4.0,
2584,18.0,1.0,14.0,1.0,
2585,2.0,25.0,1.0,1.0,
2586,1.0,1.0,1.0,3.0,
2587,3.0,1.0,3.0,1.0,
2588,1.0,2.0,2.0,1.0,
2589,3.0,1.0,2.0,40.0,
2590,2.0,1.0,1.0,1.0,
2591,1.0,10.0,3.0,1.0,
2592,13.0,5.0,1.0,4.0,
2593,1.0,1.0,10.0,1.0,
2594,3.0,1.0,2.0,3.0,
2595,1.0,1.0,1.0,1.0,
2596,1.0,2.0,4.0,1.0,
2597,1.0,5.0,1.0,1.0,
2598,1.0,1.0,1.0,1.0,
2599,4.0,1.0,43.0,5.0,
2600,2.0,1.0,1.0,1.0,
2601,1.0,1.0,1.0,1.0,
2602,4.0,1.0,4.0,9.0,
2603,1.0,1.0,1.0,1.0,
2604,1.0,2.0,3.0,15.0,
2605,1.0,3.0,1.0,2.0,
2606,2.0,5.0,73.0,1.0,
2607,17.0,1.0,3.0,1.0,
2608,3.0,18.0,1.0,1.0,
2609,4.0,2.0,1.0,2.0,
2610,1.0,5.0,10.0,6.0,
2611,5.0,1.0,2.0,7.0,
2612,2.0,2.0,1.0,2.0,
2613,13.0,1.0,7.0,1.0,
2614,2.0,4.0,2.0,16.0,
2615,2.0,2.0,1.0,1.0,
2616,2.0,4.0,2.0,1.0,
2617,3.0,6.0,3.0,1.0,
2618,3.0,1.0,1.0,3.0,
2619,1.0,5.0,3.0,4.0,
2620,1.0,3.0,1.0,1.0,
2621,3.0,6.0,1.0,1.0,
2622,4.0,1.0,1.0,1.0,
2623,1.0,9.0,1.0,1.0,
2624,1.0,19.0,1.0,12.0,
2625,17.0,1.0,7.0,8.0,
2626,1.0,2.0,1.0,1.0,
2627,3.0,1.0,1.0,1.0,
2628,1.0,2.0,27.0,1.0,
2629,17.0,5.0,1.0,1.0,
2630,3.0,1.0,1.0,1.0,
2631,1.0,1.0,1.0,1.0,
2632,1.0,1.0,1.0,1.0,
2633,34.0,1.0,1.0,1.0,
2634,5.0,1.0,1.0,1.0,
2635,1.0,2.0,1.0,4.0,
2636,3.0,1.0,1.0,10.0,
2637,3.0,1.0,2.0,1.0,
2638,8.0,1.0,1.0,1.0,
2639,1.0,11.0,21.0,1.0,
2640,1.0,10.0,1.0,1.0,
2641,1.0,3.0,1.0,1.0,
2642,1.0,1.0,4.0,1.0,
2643,8.0,11.0,4.0,4.0,
2644,2.0,2.0,1.0,2.0,
2645,15.0,3.0,1.0,2.0,
2646,3.0,2.0,11.0,3.0,
2647,5.0,1.0,7.0,2.0,
2648,17.0,1.0,2.0,7.0,
2649,1.0,1.0,1.0,1.0,
2650,1.0,7.0,30.0,1.0,
2651,1.0,16.0,1.0,1.0,
2652,1.0,7.0,2.0,1.0,
2653,2.0,2.0,1.0,2.0,
2654,4.0,20.0,2.0,1.0,
2655,1.0,1.0,6.0,1.0,
2656,1.0,1.0,2.0,1.0,
2657,1.0,2.0,9.0,2.0,
2658,1.0,2.0,2.0,1.0,
2659,2.0,2.0,1.0,2.0,
2660,1.0,7.0,3.0,2.0,
2661,60.0,4.0,6.0,1.0,
2662,4.0,1.0,39.0,1.0,
2663,2.0,1.0,1.0,1.0,
2664,1.0,2.0,1.0,1.0,
2665,1.0,1.0,16.0,1.0,
2666,2.0,2.0,1.0,1.0,
2667,2.0,3.0,1.0,1.0,
2668,14.0,1.0,2.0,1.0,
2669,2.0,1.0,1.0,9.0,
2670,1.0,3.0,1.0,1.0,
2671,1.0,3.0,7.0,9.0,
2672,10.0,4.0,1.0,3.0,
2673,3.0,1.0,16.0,2.0,
2674,1.0,1.0,19.0,2.0,
2675,1.0,13.0,3.0,1.0,
2676,14.0,6.0,1.0,1.0,
2677,7.0,1.0,53.0,3.0,
2678,2.0,17.0,1.0,1.0,
2679,1.0,2.0,2.0,3.0,
2680,2.0,1.0,4.0,1.0,
2681,8.0,10.0,3.0,3.0,
2682,1.0,2.0,1.0,1.0,
2683,1.0,1.0,4.0,1.0,
2684,4.0,4.0,2.0,5.0,
2685,1.0,1.0,1.0,1.0,
2686,1.0,1.0,1.0,7.0,
2687,1.0,64.0,4.0,1.0,
2688,1.0,1.0,8.0,1.0,
2689,1.0,1.0,1.0,3.0,
2690,3.0,1.0,1.0,2.0,
2691,2.0,5.0,1.0,2.0,
2692,4.0,1.0,1.0,4.0,
2693,1.0,10.0,2.0,1.0,
2694,1.0,8.0,4.0,1.0,
2695,7.0,6.0,2.0,1.0,
2696,8.0,1.0,3.0,1.0,
2697,1.0,1.0,2.0,22.0,
2698,1.0,4.0,11.0,1.0,
2699,4.0,13.0,1.0,1.0,
2700,1.0,13.0,11.0,2.0,
2701,1.0,1.0,1.0,3.0,
2702,1.0,6.0,3.0,1.0,
2703,8.0,2.0,1.0,1.0,
2704,1.0,8.0,3.0,3.0,
2705,1.0,6.0,12.0,3.0,
2706,2.0,20.0,5.0,1.0,
2707,1.0,3.0,126.0,1.0,
2708,88.0,5.0,1.0,3.0,
2709,1.0,9.0,2.0,1.0,
2710,3.0,4.0,1.0,23.0,
2711,2.0,2.0,80.0,1.0,
2712,52.0,1.0,1.0,2.0,
2713,2.0,1.0,1.0,1.0,
2714,3.0,5.0,4.0,1.0,
2715,24.0,9.0,5.0,1.0,
2716,1.0,5.0,1.0,2.0,
2717,56.0,21.0,1.0,36.0,
2718,7.0,3.0,1.0,5.0,
2719,1.0,14.0,2.0,1.0,
2720,1.0,2.0,15.0,1.0,
2721,1.0,1.0,1.0,1.0,
2722,1.0,1.0,1.0,5.0,
2723,2.0,2.0,3.0,1.0,
2724,1.0,2.0,1.0,1.0,
2725,1.0,1.0,2.0,21.0,
2726,3.0,1.0,1.0,5.0,
2727,14.0,3.0,2.0,2.0,
2728,1.0,1.0,6.0,4.0,
2729,3.0,2.0,10.0,1.0,
2730,1.0,3.0,1.0,1.0,
2731,1.0,4.0,1.0,1.0,
2732,1.0,2.0,1.0,4.0,
2733,1.0,1.0,3.0,1.0,
2734,7.0,5.0,1.0,2.0,
2735,3.0,1.0,1.0,2.0,
2736,1.0,1.0,1.0,2.0,
2737,2.0,1.0,5.0,2.0,
2738,5.0,1.0,1.0,5.0,
2739,2.0,1.0,1.0,1.0,
2740,1.0,1.0,4.0,3.0,
2741,1.0,1.0,2.0,1.0,
2742,1.0,1.0,1.0,1.0,
2743,2.0,2.0,3.0,2.0,
2744,11.0,1.0,1.0,2.0,
2745,3.0,1.0,2.0,2.0,
2746,1.0,13.0,2.0,1.0,
2747,1.0,17.0,3.0,1.0,
2748,1.0,1.0,1.0,1.0,
2749,3.0,1.0,1.0,1.0,
2750,2.0,1.0,1.0,1.0,
2751,3.0,1.0,1.0,11.0,
2752,1.0,43.0,2.0,2.0,
2753,2.0,1.0,6.0,1.0,
2754,126.0,1.0,1.0,1.0,
2755,2.0,1.0,1.0,1.0,
2756,7.0,1.0,1.0,2.0,
2757,1.0,1.0,1.0,1.0,
2758,2.0,1.0,2.0,2.0,
2759,1.0,1.0,1.0,2.0,
2760,2.0,26.0,1.0,2.0,
2761,3.0,14.0,1.0,3.0,
2762,2.0,50.0,1.0,1.0,
2763,1.0,1.0,2.0,1.0,
2764,2.0,6.0,1.0,1.0,
2765,3.0,1.0,2.0,11.0,
2766,1.0,5.0,1.0,1.0,
2767,5.0,1.0,3.0,1.0,
2768,2.0,1.0,1.0,3.0,
2769,5.0,6.0,1.0,1.0,
2770,1.0,1.0,1.0,10.0,
2771,2.0,1.0,11.0,1.0,
2772,1.0,7.0,1.0,1.0,
2773,2.0,1.0,1.0,2.0,
2774,32.0,3.0,2.0,1.0,
2775,2.0,2.0,4.0,1.0,
2776,7.0,10.0,1.0,1.0,
2777,2.0,1.0,1.0,1.0,
2778,13.0,2.0,1.0,6.0,
2779,4.0,1.0,1.0,1.0,
2780,1.0,1.0,1.0,1.0,
2781,5.0,2.0,73.0,1.0,
2782,5.0,3.0,10.0,8.0,
2783,1.0,1.0,1.0,1.0,
2784,6.0,2.0,2.0,3.0,
2785,2.0,1.0,2.0,1.0,
2786,1.0,1.0,5.0,1.0,
2787,1.0,4.0,1.0,4.0,
2788,7.0,2.0,1.0,2.0,
2789,1.0,8.0,33.0,1.0,
2790,99.0,1.0,1.0,5.0,
2791,1.0,3.0,1.0,4.0,
2792,1.0,16.0,9.0,7.0,
2793,1.0,2.0,1.0,32.0,
2794,1.0,5.0,5.0,1.0,
2795,2.0,1.0,2.0,2.0,
2796,7.0,1.0,2.0,1.0,
2797,6.0,3.0,3.0,2.0,
2798,1.0,3.0,1.0,1.0,
2799,2.0,2.0,2.0,2.0,
2800,2.0,3.0,3.0,3.0,
2801,2.0,7.0,2.0,1.0,
2802,1.0,4.0,1.0,4.0,
2803,11.0,2.0,4.0,10.0,
2804,1.0,1.0,9.0,,
2805,4.0,4.0,17.0,,
2806,2.0,1.0,1.0,,
2807,1.0,6.0,5.0,,
2808,2.0,1.0,1.0,,
2809,1.0,5.0,1.0,,
2810,4.0,7.0,12.0,,
2811,1.0,1.0,2.0,,
2812,12.0,5.0,3.0,,
2813,3.0,7.0,1.0,,
2814,4.0,1.0,1.0,,
2815,4.0,1.0,3.0,,
2816,2.0,2.0,1.0,,
2817,1.0,1.0,4.0,,
2818,2.0,1.0,4.0,,
2819,1.0,1.0,1.0,,
2820,3.0,4.0,3.0,,
2821,4.0,28.0,1.0,,
2822,2.0,1.0,3.0,,
2823,4.0,7.0,9.0,,
2824,2.0,11.0,1.0,,
2825,1.0,1.0,14.0,,
2826,2.0,1.0,2.0,,
2827,1.0,1.0,1.0,,
2828,1.0,29.0,1.0,,
2829,1.0,3.0,18.0,,
2830,1.0,15.0,1.0,,
2831,3.0,1.0,5.0,,
2832,28.0,2.0,20.0,,
2833,1.0,2.0,9.0,,
2834,12.0,1.0,1.0,,
2835,1.0,6.0,2.0,,
2836,1.0,3.0,1.0,,
2837,2.0,1.0,2.0,,
2838,1.0,2.0,11.0,,
2839,3.0,1.0,1.0,,
2840,1.0,3.0,34.0,,
2841,1.0,1.0,1.0,,
2842,1.0,1.0,3.0,,
2843,8.0,15.0,11.0,,
2844,2.0,1.0,2.0,,
2845,2.0,1.0,2.0,,
2846,2.0,1.0,4.0,,
2847,1.0,1.0,1.0,,
2848,2.0,1.0,1.0,,
2849,1.0,2.0,3.0,,
2850,1.0,23.0,1.0,,
2851,4.0,3.0,1.0,,
2852,22.0,1.0,1.0,,
2853,2.0,2.0,32.0,,
2854,1.0,7.0,22.0,,
2855,1.0,2.0,3.0,,
2856,3.0,8.0,1.0,,
2857,1.0,1.0,4.0,,
2858,1.0,1.0,1.0,,
2859,5.0,1.0,3.0,,
2860,1.0,9.0,1.0,,
2861,28.0,1.0,1.0,,
2862,6.0,1.0,6.0,,
2863,1.0,1.0,20.0,,
2864,5.0,2.0,3.0,,
2865,5.0,1.0,1.0,,
2866,1.0,1.0,2.0,,
2867,11.0,1.0,2.0,,
2868,5.0,3.0,1.0,,
2869,19.0,1.0,3.0,,
2870,1.0,51.0,2.0,,
2871,1.0,1.0,10.0,,
2872,1.0,1.0,1.0,,
2873,1.0,19.0,5.0,,
2874,1.0,2.0,19.0,,
2875,88.0,13.0,21.0,,
2876,1.0,1.0,1.0,,
2877,4.0,1.0,9.0,,
2878,3.0,19.0,5.0,,
2879,1.0,1.0,1.0,,
2880,1.0,1.0,13.0,,
2881,1.0,25.0,1.0,,
2882,1.0,1.0,1.0,,
2883,1.0,4.0,1.0,,
2884,1.0,33.0,1.0,,
2885,1.0,2.0,2.0,,
2886,1.0,2.0,1.0,,
2887,2.0,1.0,2.0,,
2888,3.0,1.0,4.0,,
2889,1.0,2.0,1.0,,
2890,1.0,1.0,5.0,,
2891,3.0,1.0,1.0,,
2892,1.0,1.0,1.0,,
2893,1.0,27.0,14.0,,
2894,2.0,1.0,17.0,,
2895,1.0,1.0,2.0,,
2896,1.0,3.0,1.0,,
2897,1.0,3.0,3.0,,
2898,1.0,1.0,1.0,,
2899,3.0,1.0,1.0,,
2900,2.0,2.0,8.0,,
2901,1.0,3.0,1.0,,
2902,2.0,1.0,1.0,,
2903,4.0,3.0,3.0,,
2904,1.0,5.0,1.0,,
2905,5.0,1.0,12.0,,
2906,1.0,1.0,1.0,,
2907,1.0,6.0,1.0,,
2908,1.0,1.0,3.0,,
2909,1.0,2.0,1.0,,
2910,1.0,1.0,1.0,,
2911,20.0,3.0,1.0,,
2912,2.0,6.0,1.0,,
2913,1.0,1.0,1.0,,
2914,1.0,1.0,1.0,,
2915,7.0,1.0,1.0,,
2916,1.0,1.0,2.0,,
2917,2.0,2.0,1.0,,
2918,1.0,2.0,1.0,,
2919,1.0,1.0,19.0,,
2920,1.0,2.0,1.0,,
2921,1.0,1.0,2.0,,
2922,1.0,1.0,2.0,,
2923,1.0,3.0,5.0,,
2924,2.0,1.0,2.0,,
2925,1.0,1.0,2.0,,
2926,28.0,2.0,1.0,,
2927,1.0,11.0,3.0,,
2928,1.0,12.0,1.0,,
2929,1.0,8.0,6.0,,
2930,1.0,2.0,1.0,,
2931,1.0,7.0,1.0,,
2932,5.0,1.0,1.0,,
2933,1.0,3.0,5.0,,
2934,3.0,1.0,16.0,,
2935,2.0,2.0,3.0,,
2936,1.0,11.0,18.0,,
2937,7.0,1.0,2.0,,
2938,1.0,1.0,7.0,,
2939,1.0,4.0,45.0,,
2940,2.0,14.0,1.0,,
2941,3.0,1.0,1.0,,
2942,2.0,6.0,1.0,,
2943,8.0,1.0,1.0,,
2944,1.0,4.0,1.0,,
2945,1.0,10.0,2.0,,
2946,1.0,12.0,2.0,,
2947,2.0,8.0,1.0,,
2948,1.0,4.0,1.0,,
2949,2.0,4.0,1.0,,
2950,1.0,2.0,1.0,,
2951,1.0,2.0,1.0,,
2952,1.0,11.0,2.0,,
2953,1.0,1.0,2.0,,
2954,1.0,4.0,2.0,,
2955,1.0,1.0,2.0,,
2956,1.0,1.0,1.0,,
2957,2.0,1.0,2.0,,
2958,2.0,3.0,6.0,,
2959,1.0,1.0,2.0,,
2960,4.0,2.0,1.0,,
2961,6.0,3.0,1.0,,
2962,1.0,3.0,5.0,,
2963,3.0,1.0,2.0,,
2964,1.0,1.0,1.0,,
2965,1.0,1.0,1.0,,
2966,2.0,1.0,3.0,,
2967,1.0,3.0,2.0,,
2968,1.0,1.0,2.0,,
2969,1.0,1.0,1.0,,
2970,1.0,6.0,1.0,,
2971,3.0,1.0,2.0,,
2972,2.0,14.0,7.0,,
2973,1.0,1.0,4.0,,
2974,6.0,1.0,1.0,,
2975,17.0,1.0,3.0,,
2976,3.0,1.0,5.0,,
2977,5.0,1.0,17.0,,
2978,1.0,1.0,14.0,,
2979,2.0,1.0,9.0,,
2980,6.0,5.0,38.0,,
2981,1.0,1.0,1.0,,
2982,2.0,21.0,1.0,,
2983,1.0,1.0,1.0,,
2984,31.0,5.0,2.0,,
2985,1.0,1.0,1.0,,
2986,2.0,1.0,3.0,,
2987,1.0,3.0,6.0,,
2988,13.0,1.0,1.0,,
2989,3.0,2.0,1.0,,
2990,2.0,55.0,3.0,,
2991,4.0,1.0,1.0,,
2992,16.0,23.0,9.0,,
2993,1.0,1.0,1.0,,
2994,10.0,2.0,5.0,,
2995,6.0,22.0,18.0,,
2996,3.0,3.0,1.0,,
2997,25.0,24.0,1.0,,
2998,1.0,1.0,1.0,,
2999,7.0,4.0,2.0,,
3000,1.0,1.0,24.0,,
3001,1.0,1.0,1.0,,
3002,1.0,1.0,1.0,,
3003,3.0,3.0,14.0,,
3004,1.0,32.0,1.0,,
3005,1.0,1.0,2.0,,
3006,20.0,5.0,1.0,,
3007,1.0,1.0,1.0,,
3008,7.0,2.0,1.0,,
3009,1.0,1.0,1.0,,
3010,1.0,2.0,2.0,,
3011,1.0,1.0,1.0,,
3012,1.0,3.0,3.0,,
3013,3.0,31.0,1.0,,
3014,1.0,1.0,1.0,,
3015,3.0,4.0,5.0,,
3016,8.0,1.0,1.0,,
3017,5.0,1.0,1.0,,
3018,2.0,3.0,3.0,,
3019,2.0,1.0,3.0,,
3020,1.0,1.0,5.0,,
3021,51.0,3.0,3.0,,
3022,1.0,7.0,1.0,,
3023,2.0,1.0,2.0,,
3024,2.0,1.0,1.0,,
3025,10.0,5.0,1.0,,
3026,1.0,2.0,1.0,,
3027,10.0,1.0,1.0,,
3028,4.0,2.0,2.0,,
3029,2.0,1.0,2.0,,
3030,1.0,1.0,1.0,,
3031,1.0,1.0,1.0,,
3032,97.0,3.0,1.0,,
3033,1.0,14.0,1.0,,
3034,1.0,1.0,1.0,,
3035,1.0,1.0,1.0,,
3036,6.0,3.0,1.0,,
3037,1.0,31.0,1.0,,
3038,2.0,1.0,1.0,,
3039,1.0,1.0,2.0,,
3040,1.0,1.0,8.0,,
3041,2.0,5.0,1.0,,
3042,3.0,4.0,1.0,,
3043,1.0,2.0,1.0,,
3044,1.0,1.0,1.0,,
3045,4.0,20.0,1.0,,
3046,69.0,4.0,2.0,,
3047,15.0,14.0,14.0,,
3048,2.0,13.0,1.0,,
3049,1.0,3.0,1.0,,
3050,2.0,1.0,1.0,,
3051,1.0,1.0,4.0,,
3052,5.0,1.0,8.0,,
3053,1.0,21.0,3.0,,
3054,1.0,4.0,1.0,,
3055,11.0,1.0,1.0,,
3056,6.0,1.0,15.0,,
3057,1.0,1.0,2.0,,
3058,1.0,7.0,16.0,,
3059,7.0,1.0,1.0,,
3060,1.0,7.0,1.0,,
3061,1.0,2.0,1.0,,
3062,1.0,13.0,1.0,,
3063,1.0,6.0,1.0,,
3064,6.0,25.0,6.0,,
3065,2.0,11.0,1.0,,
3066,3.0,1.0,3.0,,
3067,1.0,3.0,1.0,,
3068,1.0,1.0,5.0,,
3069,1.0,5.0,2.0,,
3070,6.0,4.0,14.0,,
3071,1.0,2.0,1.0,,
3072,1.0,3.0,7.0,,
3073,1.0,9.0,1.0,,
3074,1.0,3.0,1.0,,
3075,3.0,2.0,1.0,,
3076,1.0,3.0,25.0,,
3077,1.0,1.0,2.0,,
3078,5.0,3.0,2.0,,
3079,11.0,20.0,4.0,,
3080,1.0,1.0,34.0,,
3081,1.0,1.0,1.0,,
3082,1.0,1.0,5.0,,
3083,2.0,1.0,3.0,,
3084,1.0,6.0,1.0,,
3085,19.0,3.0,1.0,,
3086,3.0,1.0,3.0,,
3087,3.0,1.0,1.0,,
3088,1.0,2.0,4.0,,
3089,2.0,2.0,6.0,,
3090,3.0,2.0,1.0,,
3091,4.0,1.0,1.0,,
3092,1.0,2.0,2.0,,
3093,1.0,22.0,2.0,,
3094,9.0,2.0,1.0,,
3095,3.0,1.0,4.0,,
3096,1.0,1.0,2.0,,
3097,8.0,29.0,2.0,,
3098,1.0,1.0,3.0,,
3099,13.0,1.0,1.0,,
3100,4.0,3.0,1.0,,
3101,1.0,2.0,1.0,,
3102,2.0,44.0,1.0,,
3103,1.0,5.0,5.0,,
3104,2.0,1.0,1.0,,
3105,3.0,1.0,2.0,,
3106,1.0,4.0,1.0,,
3107,1.0,7.0,1.0,,
3108,3.0,1.0,19.0,,
3109,2.0,1.0,6.0,,
3110,3.0,3.0,3.0,,
3111,1.0,2.0,1.0,,
3112,1.0,1.0,2.0,,
3113,1.0,2.0,4.0,,
3114,1.0,13.0,5.0,,
3115,2.0,1.0,12.0,,
3116,6.0,3.0,1.0,,
3117,19.0,7.0,1.0,,
3118,1.0,1.0,2.0,,
3119,2.0,1.0,1.0,,
3120,25.0,1.0,8.0,,
3121,2.0,2.0,1.0,,
3122,4.0,7.0,2.0,,
3123,1.0,1.0,2.0,,
3124,31.0,1.0,18.0,,
3125,3.0,2.0,1.0,,
3126,1.0,1.0,2.0,,
3127,1.0,1.0,1.0,,
3128,5.0,1.0,2.0,,
3129,1.0,2.0,8.0,,
3130,6.0,7.0,1.0,,
3131,1.0,1.0,1.0,,
3132,1.0,1.0,1.0,,
3133,1.0,2.0,2.0,,
3134,2.0,1.0,1.0,,
3135,2.0,1.0,6.0,,
3136,1.0,3.0,1.0,,
3137,1.0,2.0,1.0,,
3138,49.0,4.0,13.0,,
3139,1.0,1.0,3.0,,
3140,1.0,13.0,1.0,,
3141,1.0,15.0,2.0,,
3142,4.0,1.0,1.0,,
3143,2.0,2.0,1.0,,
3144,7.0,23.0,1.0,,
3145,1.0,1.0,4.0,,
3146,2.0,1.0,4.0,,
3147,2.0,1.0,2.0,,
3148,2.0,1.0,41.0,,
3149,3.0,1.0,14.0,,
3150,1.0,1.0,1.0,,
3151,1.0,1.0,1.0,,
3152,1.0,1.0,37.0,,
3153,2.0,1.0,6.0,,
3154,1.0,23.0,1.0,,
3155,1.0,32.0,3.0,,
3156,17.0,76.0,7.0,,
3157,1.0,4.0,1.0,,
3158,3.0,2.0,1.0,,
3159,70.0,16.0,1.0,,
3160,1.0,14.0,7.0,,
3161,1.0,9.0,2.0,,
3162,8.0,2.0,2.0,,
3163,3.0,1.0,4.0,,
3164,7.0,4.0,1.0,,
3165,1.0,3.0,26.0,,
3166,1.0,1.0,1.0,,
3167,1.0,1.0,2.0,,
3168,3.0,18.0,4.0,,
3169,2.0,2.0,2.0,,
3170,1.0,1.0,2.0,,
3171,2.0,1.0,1.0,,
3172,1.0,10.0,4.0,,
3173,1.0,8.0,3.0,,
3174,1.0,7.0,1.0,,
3175,2.0,1.0,2.0,,
3176,1.0,2.0,1.0,,
3177,2.0,1.0,2.0,,
3178,1.0,18.0,20.0,,
3179,1.0,58.0,1.0,,
3180,3.0,30.0,1.0,,
3181,2.0,38.0,1.0,,
3182,3.0,1.0,56.0,,
3183,9.0,1.0,1.0,,
3184,2.0,1.0,1.0,,
3185,65.0,52.0,2.0,,
3186,4.0,49.0,2.0,,
3187,1.0,1.0,2.0,,
3188,1.0,4.0,17.0,,
3189,2.0,1.0,1.0,,
3190,22.0,2.0,1.0,,
3191,1.0,2.0,1.0,,
